0.00076699,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,-0.00076699
0,0,0
0,-0.00076699,-0.00153398
0,0,0
0,0,-0.00153398
0,0,0
0,0,0
0,0,-0.00306796
0,-0.00076699,-0.00536893
0,0,0
-0.00076699,0,-0.00690291
0,0,0
-0.00076699,-0.00306796,-0.00997088
0,0,0
-0.00153398,-0.00460194,-0.0130388
0,0,0
-0.00076699,-0.00843689,-0.0153398
0,0,0
0,0,0
0,-0.0115049,-0.0161068
0,-0.0138058,-0.0191748
0,0,0
0,-0.0176408,-0.0168738
0,0,0
0,-0.0153398,-0.0214757
0,0,0
0.00076699,-0.0168738,-0.0306796
0,0,0
0.00153398,-0.0237767,-0.0352816
0,0,0
0.00153398,-0.0214757,-0.0414175
0,0,0
0.00076699,-0.0237767,-0.0421845
0,0,0
0,0,0
0.00076699,-0.0237767,-0.0437185
0,0,0
0,-0.0283786,-0.0460194
0,0,0
0,-0.0299126,-0.0475534
0,-0.0314466,-0.0490874
0,0,0
0,0,0
0,-0.0322136,-0.0506214
0,-0.0299126,-0.0467864
0,0,0
0,0,0
0.00153398,-0.0268447,-0.0467864
0.00460194,-0.0283786,-0.0460194
0,0,0
0.00613592,-0.0291456,-0.0483204
0,0,0
0,0,0
0.00613592,-0.0260777,-0.0467864
0.00383495,-0.0276117,-0.0506214
0,0,0
0.00153398,-0.0268447,-0.0513884
0,0,0
0,-0.0253107,-0.0552233
0,0,0
0.00153398,-0.0283786,-0.0498544
0,0,0
0.00076699,-0.0291456,-0.0444854
0,0,0
0,-0.0268447,-0.0421845
0,0,0
0,-0.0268447,-0.0575243
0,0,0
0,-0.0260777,-0.0667282
0,0,0
-0.00613592,-0.0283786,-0.0613592
0,0,0
-0.00843689,-0.0291456,-0.0621262
0,0,0
0,0,0
-0.0076699,-0.0322136,-0.0598253
-0.00690291,-0.0329806,-0.0559903
0,0,0
0,0,0
-0.00843689,-0.0306796,-0.0582913
-0.00843689,-0.0253107,-0.0590583
0,0,0
-0.00920388,-0.0245437,-0.0651942
0,0,0
-0.0115049,-0.0214757,-0.0667282
0,0,0
-0.0130388,-0.0207087,-0.0682621
0,0,0
-0.0145728,-0.0222427,-0.0667282
0,0,0
-0.0138058,-0.0222427,-0.0613592
0,0,0
0,0,0
-0.0145728,-0.0237767,-0.0590583
0,0,0
-0.0145728,-0.0260777,-0.0452524
-0.0122718,-0.0260777,-0.0705631
0,0,0
-0.0130388,-0.0276117,-0.0690291
0,0,0
0,0,0
-0.0107379,-0.0337476,-0.0720971
0,0,0
-0.00997088,-0.0391165,-0.0736311
-0.0076699,-0.0345146,-0.0690291
0,0,0
-0.00690291,-0.0337476,-0.0552233
0,0,0
-0.00383495,-0.0283786,-0.0605922
0,0,0
-0.00383495,-0.0276117,-0.0674952
0,0,0
-0.00306796,-0.0291456,-0.0705631
0,0,0
0,0,0
-0.00383495,-0.0283786,-0.0697961
-0.00230097,-0.0253107,-0.0674952
0,0,0
0,0,0
-0.00153398,-0.0276117,-0.0582913
-0.00076699,-0.0299126,-0.0475534
0,0,0
-0.00076699,-0.0337476,-0.0651942
0,0,0
0,-0.0329806,-0.0651942
